Speed_100m_m/s,Direction_100m_degrees,Temperature_2m_degrees_C,Pressure_0m_kPa
2.94,51.2,25.7,100.7
1.39,60.3,24.8,100.8
1.8,32.4,24.9,100.8
2.83,23.4,25,100.8
2.89,13.2,26.4,100.7
2.66,2.2,29.6,100.7
2.11,5.1,32,100.6
2.12,18.9,33.2,100.5
2.26,14.8,33.2,100.4
2.21,26.7,30.8,100.3
2.13,15.9,31.3,100.2
3.37,5.1,31.2,100.2
2.51,344.7,30.6,100.2
3.12,335.5,29.7,100.3
3.9,342,28.2,100.4
3.54,343.3,27.9,100.5
3.31,337.4,27.9,100.6
3.61,341.7,27.2,100.6
4.02,351.8,27.2,100.6
3.47,355.1,26.8,100.6
2.12,4.6,26.2,100.5
1.99,16.3,26.4,100.5
3.17,34.2,25.7,100.5
3.06,20.9,25.2,100.5
3.29,14,25.7,100.5
3.77,7.2,25.2,100.6
4.1,2.9,27.3,100.6
4.19,0.3,28.2,100.6
3.69,359.6,29.1,100.6
3.03,358.3,30.8,100.5
2.65,0.2,33.9,100.5
2.33,1.8,34.7,100.4
2.09,1.6,35.2,100.2
1.84,353,35.5,100.2
2.13,38.7,33.9,100.2
1.2,42.4,32.4,100.2
1.48,300.4,30.7,100.3
1.48,294.6,30.3,100.3
1.25,313.2,28.6,100.4
1.59,359.5,28.9,100.5
1.76,25.6,28.5,100.5
2.32,49.4,27.7,100.6
2.44,24,27.3,100.6
2.7,4.6,27.3,100.5
2.95,349.5,26.4,100.5
4.32,353.3,26.2,100.4
4.88,354.6,24.4,100.4
5.31,359.3,24.4,100.4
5.12,2.9,25.2,100.4
4.97,359,25.1,100.5
4.59,355.7,27.9,100.5
4.85,355.5,28.8,100.5
4.49,357.6,29.9,100.5
3.97,358.7,33,100.5
3.63,359.5,33.5,100.5
3.71,359.4,34.5,100.4
4.48,10.2,35.2,100.4
4.56,353.3,33.7,100.3
5.09,347.3,32.7,100.2
4.81,346.1,32.6,100.2
5.09,345.3,31.9,100.2
5.16,352.1,31.5,100.3
5.82,346.1,29.3,100.4
6,347,29,100.5
6.71,347.2,28,100.5
6.96,348.1,27,100.6
7.17,347.6,27.3,100.5
7.08,346.6,27.5,100.5
6.48,346.3,27,100.5
6.61,348.9,27,100.4
7.47,350.4,26.4,100.4
6.99,350,26.4,100.5
6.82,349.7,26.4,100.5
7.22,349.4,26.4,100.6
8.09,348.5,28.8,100.6
8.88,352.5,29.9,100.6
8.56,355.2,30.5,100.6
7.94,353.9,33.3,100.6
8.14,353,33.8,100.5
8.54,353.4,34.4,100.5
8.59,351.3,34.5,100.4
8.47,1.9,33.6,100.4
7.62,354.7,31.5,100.4
7.56,358.7,30.3,100.4
6.62,357.9,29.8,100.4
6.39,358.2,29.2,100.5
6.06,356.6,27.4,100.6
6.31,354,27.5,100.7
6.95,353.8,27.5,100.7
7.72,350.6,27.1,100.7
8,344.2,26.5,100.7
8.24,344.6,26.6,100.6
7.89,349.4,26.4,100.6
7.68,349.5,25.8,100.6
7.67,355.6,25.4,100.6
7.36,359,25.3,100.6
6.75,359.1,25.4,100.7
6.4,358.9,25,100.7
6.13,356.9,27.7,100.7
7.26,355.5,28.6,100.7
7.57,357.3,29.4,100.7
6.81,357.1,32.5,100.7
6.35,355.3,33.2,100.6
6.13,356.4,33.6,100.6
6.16,353.8,33.6,100.5
5.84,4.9,31.5,100.5
5.9,8.1,31,100.5
5.54,1.1,29.9,100.5
5.65,0.1,28.1,100.6
6.42,0.6,26.9,100.6
6.46,5.7,25.6,100.8
5.94,349.3,25.4,100.9
5.99,341.1,25.3,100.9
5.94,342.2,24.5,100.9
5.93,347.4,24.3,100.9
6.01,347.6,24.6,100.9
5.88,349,24.3,100.8
6.26,354.6,24.6,100.7
6.77,355.8,23.4,100.7
6.04,354.5,23.6,100.7
6.42,357,23.5,100.7
6.5,359.6,23.3,100.7
6.5,2.2,25.5,100.7
6.44,2.3,26.6,100.7
6.63,357.5,28.4,100.7
5.88,355.7,31.9,100.7
5.57,354.2,32.6,100.6
5.6,351.5,33.8,100.5
5.88,351.5,34.2,100.4
6.44,353.6,35.3,100.3
5.74,7.5,34,100.2
6.44,1.5,32.9,100.3
5.99,353,30.7,100.4
6.05,346.9,29.3,100.5
5.8,345.2,27.5,100.5
5.82,344,27.2,100.6
6.05,346.8,27.1,100.6
6.12,347.3,26.2,100.6
6.24,346.5,26.1,100.6
6.12,346.3,26.2,100.5
5.9,348.5,26,100.5
6.02,353.4,25.4,100.4
5.82,357.9,24.5,100.4
5.7,2.1,24.7,100.4
5.58,1.4,25.3,100.5
5.52,357.5,25,100.5
4.68,353.6,26.7,100.5
4.57,353.5,27.8,100.5
4.25,355.3,29.1,100.5
3.55,357.1,33,100.4
3.61,3.4,33.7,100.4
3.52,5.5,35.3,100.3
3.26,8.9,36,100.2
3.73,349.2,36.6,100.1
2.06,29.7,32.1,100.1
2.27,332.1,31.3,100.1
2.8,308.3,29.9,100.2
1.91,318.6,29.3,100.2
2.07,355.2,28,100.4
3.15,37.6,27.7,100.4
3.88,61,27.3,100.5
2.94,76.1,26.1,100.5
2.42,104.1,25.8,100.6
0.84,118,25.6,100.5
0.83,340.4,25.9,100.4
1.15,39.3,25.5,100.4
0.76,74.1,24.9,100.5
1.76,84.7,24.9,100.5
4.05,129.6,25.3,100.5
2.57,112.1,24.4,100.5
1.76,0.8,26.3,100.6
1.1,357.6,27.6,100.6
1.81,349.7,28.8,100.6
1.85,359.6,32.4,100.6
1.11,10.9,32.9,100.5
1.56,13.1,33.9,100.4
1.7,2.2,35.4,100.3
1.67,332.3,35.4,100.2
0.87,36,33.3,100.1
1.44,13.6,33.2,100.2
2.46,8.7,31.9,100.2
3.41,11.9,31.6,100.4
4.22,359.4,30.1,100.4
5.12,355.5,29.1,100.5
5.81,347.6,28.6,100.6
6.97,342.1,27.7,100.6
7.2,343.4,27.6,100.6
7.32,345.3,26.6,100.6
7.74,343.3,25.5,100.5
7.27,348.6,25.8,100.5
7.12,357.4,24.5,100.5
6.88,0.1,24.4,100.5
6.76,358.1,24.3,100.6
6.74,357.2,24.1,100.6
7.32,355.7,26.3,100.6
7.87,354.1,27.4,100.7
8.2,352.5,28.3,100.7
8.67,355.3,32.4,100.6
8.07,354.2,32.4,100.6
8.02,352.8,32.2,100.5
8.54,351.8,33.2,100.4
9.04,1.4,33.8,100.3
8.12,354.3,31.6,100.3
9.08,349.7,31,100.4
9.47,347.9,29.7,100.5
9.06,348,28.7,100.5
9.53,346.4,27.2,100.6
9.56,346.1,27.3,100.7
8.81,346,27,100.8
8.91,345.2,25.6,100.8
9.31,343.6,25.4,100.7
9.43,343.4,25.3,100.7
8.7,344.1,24.9,100.6
8.56,346.6,25.3,100.5
9.9,347.1,24.2,100.6
11.02,347.5,24.3,100.6
11.13,348.2,24.8,100.6
11.03,348,24.6,100.7
11.36,345.9,25.7,100.8
11.75,345.8,26.4,100.8
11.49,347.8,27,100.8
11.44,352.1,29.5,100.7
11.54,356,30.9,100.7
11.42,357.2,31.2,100.6
11.01,353.3,32.5,100.5
11.28,351.8,32.6,100.4
10.67,353.5,32.2,100.3
11.12,352.7,31.1,100.3
10.6,352.2,29.9,100.4
11.14,350.2,29.4,100.4
11.32,351.4,28,100.5
11.3,351.4,27.6,100.6
11.46,349.4,27.5,100.7
11.46,349.1,26.8,100.7
11.38,349.2,26.5,100.7
11.04,346.9,26.5,100.6
11.47,347.4,25.8,100.6
11.32,347,25.5,100.5
10.75,347.6,24.3,100.5
10.83,349.5,24.3,100.6
11.03,350.2,24.3,100.6
10.71,350.9,24.3,100.6
10.97,352.2,27,100.6
11.5,352.5,28.6,100.6
11.19,354.7,29.5,100.6
10.45,356.9,32.7,100.6
10.49,0.7,33.4,100.6
9.73,1.1,33.8,100.4
9.17,1.2,33.6,100.4
9.53,351.9,33,100.3
9.64,356.2,30,100.3
8.8,355.3,29.6,100.3
8.51,350.2,29.1,100.3
8.57,347.8,28.2,100.4
8.85,350.6,26.9,100.5
8.24,351,27.1,100.6
8.34,350.9,26.7,100.6
7.97,350.8,26.1,100.6
8.04,353.6,25.8,100.6
8.47,354,26,100.5
8.41,350.3,25.6,100.4
8.28,351.5,25.5,100.3
8.61,354.9,23.9,100.4
7.85,355.4,24.2,100.4
7.47,356.2,23.9,100.4
7.16,355,24.2,100.5
7.12,355.6,28.1,100.5
7.02,359.4,29.8,100.5
6.08,0.9,30.8,100.5
4.98,358.2,33.5,100.5
4.6,355.5,34.4,100.4
4.56,354.1,34.8,100.3
4.34,351.4,35.9,100.2
4,4.4,36.1,100.2
2.64,39.2,32.1,100.2
2.97,14.2,31.6,100.3
2.6,29.8,31.4,100.3
0.94,4.1,30.2,100.3
1.78,353.6,28.7,100.4
3.11,348.8,28.8,100.5
4.29,348.8,28.6,100.5
4.84,345.2,27,100.5
5.48,347.9,26.7,100.6
6.1,347.6,26.6,100.5
6.38,347.6,25.8,100.5
7.08,345.9,25.7,100.4
7.23,344.8,24.8,100.4
7.17,349.6,24.7,100.4
7.27,352.5,24.7,100.4
7.13,353.1,24.4,100.5
6.66,352.6,27.2,100.5
6.56,353.8,28.5,100.5
6.05,356.7,29.9,100.5
5.23,359.1,33,100.4
5.11,360,33.4,100.4
5.02,359.9,34.2,100.3
5.11,359.3,34.8,100.3
5.99,351.3,35.4,100.2
6.22,349,30.8,100.3
5.94,355.2,30.8,100.3
5.12,357.4,30.4,100.3
5.4,2.2,29.9,100.4
4.76,1.8,29.1,100.5
4.61,358.4,28,100.6
5.02,352.5,27.4,100.7
4.99,354.6,26.9,100.7
6.36,349.9,26.3,100.7
7.03,346.7,25.8,100.6
7.91,343.8,25.8,100.5
8.24,344.4,24.9,100.5
7.71,347,24.3,100.5
7.69,350.9,24.1,100.5
8.13,352.1,24.6,100.5
7.7,353,24.4,100.6
7.38,353.3,26.5,100.6
7.14,355.6,28.1,100.7
6.94,354.8,28.9,100.6
6.5,355,32.2,100.6
5.91,355.6,33.6,100.5
5.93,352.6,34.3,100.4
6.04,358.6,32.4,100.4
6.74,5.4,30.8,100.3
5.73,10.1,30.6,100.2
5.27,4.5,30,100.4
4.6,357.6,29.2,100.4
6.26,352.7,28.4,100.4
5.98,354.2,27.1,100.5
5.9,352,26.4,100.6
6.8,348.5,25.9,100.6
6.77,344.9,24.9,100.7
7.12,343.1,24.4,100.6
7.58,342.7,24.3,100.5
8,345.1,24.2,100.5
8.15,344.8,24.2,100.4
7.84,347.5,23.7,100.5
7.45,353.6,23.7,100.5
7.7,353.9,24.1,100.5
7.93,351.5,23.6,100.5
7.93,351,25.3,100.5
7.79,347.4,26,100.5
7.62,349.7,26.4,100.5
6.99,351.9,28.4,100.5
6.35,351.3,31,100.4
6.11,352.7,33.2,100.3
5.97,349.5,33.9,100.2
6.22,2.7,33.3,100.1
5.28,342.1,31.2,100.1
6.02,349.7,30.3,100.2
6.07,354.9,29.3,100.3
5.85,353.9,28.1,100.3
5.9,351.7,26.5,100.4
5.27,346.2,26.1,100.5
5.36,346.4,25.4,100.5
6.07,349,25.3,100.5
6.37,352.9,25.6,100.5
6.55,347.2,25.2,100.5
6.77,344.3,24.9,100.4
6.84,345,25,100.3
6.73,352.2,23.5,100.4
6.71,354.2,23.5,100.3
6.92,355.5,23.6,100.4
7,354.8,23.4,100.4
6.71,354.1,26,100.5
6.28,356.7,27.5,100.5
5.49,0.7,28.8,100.5
4.06,3.9,32.3,100.5
3.02,2.2,33.2,100.4
2.63,3.9,33.9,100.4
2.3,21.6,35.5,100.3
2.65,16.9,34.8,100.2
1.89,58.3,32.6,100.2
2.45,41.5,32,100.2
2.52,18.7,31.3,100.3
2.29,0.3,29.3,100.4
2.63,343,27.5,100.5
2.61,354.8,26.8,100.6
3.19,7.6,26,100.6
3.45,353.2,25.8,100.6
3.77,346,25.9,100.6
4.39,346.3,25.7,100.6
4.99,349.1,24.3,100.5
5.19,351.3,24.6,100.4
5.54,357.3,24.3,100.4
5.68,1.1,24.4,100.5
4.92,4,25.1,100.5
4.45,3.8,25,100.6
3.91,1.3,27.1,100.6
3.3,353.4,28.1,100.6
2.93,359.6,29.3,100.6
2.53,7.4,32,100.5
2.39,12.6,33.3,100.5
2.13,13.1,33.9,100.3
2.03,4,34.9,100.3
2.04,15.6,34.7,100.2
3.73,48.6,31.3,100.2
1.95,28.4,30.5,100.2
0.92,302.4,29.7,100.2
0.46,336.5,28.8,100.4
0.63,3.3,27.5,100.5
2.12,335.3,25.4,100.6
2.57,318.6,25.2,100.7
2.83,312.9,25,100.7
2.97,328.3,25,100.7
3.99,342.7,25.2,100.7
4.35,356.4,24.8,100.6
4.57,354.4,25,100.6
4.97,353.8,24.2,100.5
4.96,354.2,24,100.6
5.12,358,23.9,100.6
5.67,0,23.7,100.6
5.53,355.8,25.6,100.6
5.5,352.4,26.5,100.6
5.17,355.9,27.9,100.6
4.35,354.5,31.1,100.5
4.28,354.1,31.8,100.4
4.08,354,32.8,100.3
3.61,352.6,31.5,100.2
3.57,354.8,32,100.1
4.27,16,31.1,100.1
4.5,8.4,31.2,100.1
4.53,5,30.4,100.2
4.36,350.1,29.4,100.2
4.61,340.5,27.7,100.3
4.58,341.1,27.3,100.4
5.54,341.9,27.2,100.5
5.15,345.7,26.4,100.5
5.25,348.7,25.9,100.5
5.88,347.5,26,100.5
6.19,352.4,25.9,100.5
6.33,351.4,25.6,100.4
6.46,341.1,24.1,100.4
6.97,348.5,24.1,100.3
7.59,354,23.9,100.4
7.09,354.5,23.7,100.4
6.54,356.1,25.6,100.4
6,358,26.6,100.4
5.09,0.5,28.6,100.5
4.35,359.1,32.1,100.4
4.06,355.4,32.6,100.4
3.74,353.6,33.3,100.2
3.74,359.3,33.5,100.2
3.81,8.9,33.6,100.1
3.14,7,32,100.1
3.1,358.8,31.9,100.1
2.24,351.2,30.4,100.1
1.26,332.6,29.4,100.2
1.12,9.5,28.4,100.3
1.5,59.4,28,100.4
1.48,35.7,27.5,100.4
2.54,351.5,27.1,100.5
3.76,345.7,26.1,100.5
4.51,343.7,26,100.4
4.74,344.7,26,100.4
4.65,346.5,25.5,100.4
4.62,344.5,24,100.3
4.44,4.4,24.3,100.4
4.08,6.4,24.1,100.4
3.42,12.7,24.3,100.4
2.55,13.9,27,100.4
1.96,15,29.1,100.4
1.22,16.9,30.4,100.4
1,22.1,33,100.4
0.44,41.2,33.9,100.3
0.57,129.6,34.1,100.2
1.43,152.9,35.3,100.1
2.84,167.4,35,100.1
3.31,150.2,30.9,100.1
3.3,150.9,29.6,100.1
1.82,187.4,28.4,100.2
2.32,145.8,28.4,100.2
3.39,101.5,27.5,100.3
3.55,94.9,27.5,100.4
3.27,79.1,27.7,100.5
2.12,72.2,27.2,100.5
0.52,129.8,26.7,100.4
0.3,274.9,26.6,100.4
0.52,258.3,26.3,100.3
0.9,1.5,25.4,100.3
0.9,298.2,25.9,100.3
1.78,334.3,25.3,100.3
2.1,354.1,25.2,100.3
1.58,24.1,25.5,100.4
0.49,52,27.2,100.4
0.58,55.6,28.4,100.5
1.02,86,29,100.5
1.37,136.8,31.5,100.4
1.68,160.2,32.7,100.3
1.62,159.4,32.8,100.2
1.91,187.6,34.3,100.1
0.86,170,33,100
1.26,183,32.8,100
1.27,171.4,31.6,100
1.53,172.4,30.7,100
2.26,183.9,30.4,100.1
1.67,177,28.3,100.2
1.51,175.4,27.6,100.2
1.59,181.5,27.4,100.3
1.14,159.8,27.2,100.4
1.01,172.7,25.8,100.4
0.24,120.4,25.9,100.4
0.47,8.9,25.1,100.3
0.8,57.7,25.1,100.3
1.03,5.8,24,100.2
0.74,9.1,24.2,100.4
1.48,339.6,24.2,100.4
2.8,328.8,23.4,100.4
3.62,337.8,24.4,100.4
3.15,0.1,24.6,100.4
2.94,358.9,25.5,100.4
2.47,346.1,28.3,100.3
2.62,338.1,29.8,100.2
2.91,336.3,31.7,100.1
2.95,323.9,32.5,100
2.87,342.6,32.7,99.9
3.5,24.8,30.1,99.9
3.14,0.1,29.5,99.9
2.59,6.9,29.5,100
1.99,29.3,29.2,100.2
1.52,97.3,28.7,100.2
0.62,222.9,28.2,100.3
2.18,274.9,27.8,100.4
2.85,317.1,27,100.3
3.8,344.1,25.6,100.3
4.19,346.8,25.8,100.3
5.36,348.3,25.7,100.3
5.81,352.3,25,100.2
5.57,357.3,24.6,100.2
6.02,5.3,24.4,100.2
5.73,8,24.2,100.2
4.86,9.3,24.1,100.3
4.01,359.6,27.6,100.3
3.69,357.2,28.3,100.4
2.84,353,29.2,100.4
2.17,348.5,32.3,100.3
2.22,346.3,32.9,100.3
1.77,331.6,33.8,100.2
2.49,1.1,33.4,100.1
2.53,38.8,31.1,100
0.99,351.6,29.1,99.9
3.65,2.3,28.4,100.1
1.34,42.1,27.7,100.1
0.5,296.1,27.1,100.2
0.23,39.1,26.7,100.3
0.78,11,26.5,100.4
2.06,327.5,26.6,100.5
2.81,332.2,25.6,100.6
3.61,333.1,25.6,100.5
3.71,346.2,25.4,100.4
3.99,354.9,25.1,100.3
3.98,360,25.1,100.3
4.31,355.3,23.8,100.2
3.88,3.4,23.7,100.3
3.64,12.6,25.1,100.3
3.78,6.5,25.3,100.3
3.34,357.3,27,100.4
3.36,353.8,28.1,100.4
3.45,353.2,28.4,100.5
3.36,350.8,32.2,100.5
3.21,349.4,33.2,100.4
2.79,352.7,33.5,100.2
1.82,342.7,33.9,100.2
2.32,21.8,32.7,100.1
3.09,4.9,30,100.2
3.65,336.3,29.7,100.2
4.57,336.2,29.3,100.2
4.55,333.5,28.8,100.2
5.36,335,27.1,100.4
5.32,338.2,26.4,100.5
5.87,340,26.4,100.5
6.25,343.4,26.2,100.6
6.91,345.5,25.9,100.5
7.04,345.1,25.9,100.5
6.95,348.2,25.5,100.4
7.17,354,24.6,100.4
7.13,355.5,24.8,100.4
6.77,352.6,24.7,100.5
6.63,354.4,25.1,100.5
7.12,355.2,24.8,100.5
6.48,353.9,26.5,100.6
5.89,356.2,27.2,100.7
5.53,354.6,28.3,100.7
5.16,352.6,30.3,100.6
4.95,349.2,31.3,100.5
5.52,350.3,31.9,100.4
6.13,351.2,32.8,100.3
6.4,359.4,32.7,100.2
6.16,355.2,31.7,100.1
6.43,349.3,31.2,100.1
7,358,30.7,100.2
7.36,355.6,30.4,100.2
7.31,353.4,28.3,100.3
7.35,352.1,27.8,100.4
7.41,351.9,27.9,100.4
7.44,349.6,27.5,100.5
7.37,348.3,26.7,100.5
7.59,349,26.5,100.4
7.4,348.2,26.2,100.5
7.85,348.6,24.9,100.4
7.51,348.1,25.1,100.4
7.49,351.9,25,100.4
7.49,351.8,24.8,100.5
7.1,351.5,24.7,100.5
6.8,349.5,26.8,100.6
6.86,351.2,27.9,100.6
6.84,355.4,28.7,100.6
6.05,353.3,32,100.6
5.76,351.7,32.8,100.5
5.8,349.6,33.6,100.3
5.62,350.7,33.9,100.2
5.44,358.1,34.3,100.2
4.92,7,32.2,100.1
4.88,7.9,31.4,100.1
4.52,13.1,30,100.1
3.25,15.7,29.4,100.2
2.9,13.6,28,100.3
2.37,25.6,27.6,100.4
1.91,14.3,27.2,100.4
1.34,43.7,26.8,100.5
1.39,37.8,25.4,100.4
1.94,75.4,25.9,100.4
1.82,53,26.2,100.4
2.37,355.6,26.1,100.4
3.8,343,23.8,100.3
4.93,346.3,24.3,100.3
4.77,349.7,26.8,100.3
4.63,355.1,26.4,100.4
3.79,4.6,26.9,100.5
2.75,17.1,28.5,100.5
1.76,39.7,28.7,100.6
1.16,67,30.9,100.5
1.31,119.6,31.1,100.4
2.44,125.1,32.2,100.3
2.87,111.4,31.6,100.3
2.14,90.2,31.3,100.1
0.36,165.1,28.7,100
0.63,246.7,28.9,100.1
0.36,241.8,28.4,100
1.12,218.7,28.4,100
1.49,184.7,26.4,100.1
2.26,175.8,26.3,100.2
2.86,167.3,25.6,100.3
2.43,164.8,25.9,100.4
0.93,138.5,25.1,100.4
0.91,129.2,25,100.3
1.16,114.2,24.9,100.3
2.05,114.6,24.4,100.3
2.15,90.5,23.9,100.2
2.43,83.2,23.9,100.2
2.13,86.4,24,100.3
1.91,101.5,24.1,100.3
1.53,105.7,26.8,100.3
1.99,139.2,27.2,100.4
3.05,151.7,27.1,100.4
3.76,161.4,30.3,100.3
3.82,162.1,31.6,100.3
3.73,163.4,31.7,100.2
3.92,163.4,32.4,100.1
3.93,165.9,32.1,99.9
4.29,175.3,29.9,99.9
3.37,176,29.4,99.9
3.29,182.1,29.1,100
3.51,171.1,28.4,100.1
3.52,162.2,26.7,100.2
3.37,149.5,26.5,100.3
3.7,136.2,26,100.3
3.57,132.7,25.4,100.4
3.25,120.9,25.6,100.3
3.04,127.7,25.5,100.3
2.57,141.8,25.1,100.3
2.91,145.1,24.9,100.2
3.33,142.5,24.6,100.2
3.11,139.7,24.8,100.2
3.1,147.1,24.8,100.2
2.89,137.4,25.1,100.3
2.68,139.6,27.3,100.3
3.54,146.9,28,100.4
4.29,158.4,28.4,100.4
4.83,163.5,30.6,100.3
5.25,167.9,30.6,100.3
5.65,169.5,31,100.2
5.63,171.7,32.3,100.1
5.38,172.4,32.6,100
5.36,176.6,30.3,100
4.73,162,29.9,100
5.03,155.7,29.6,100
4.16,163.2,29,100.1
3.41,160.6,27.4,100.2
3.1,150.9,26.7,100.3
3.06,148.9,27.1,100.4
3.65,145.8,27.1,100.4
4.09,142.6,26.8,100.4
3.91,136.1,26.7,100.3
3.65,132,26,100.3
3.59,131.8,25.1,100.3
3.7,128.7,25.4,100.3
3.72,135,25.5,100.3
4.05,142.2,25.6,100.4
4.31,146.6,25.2,100.4
4.37,148.6,27.3,100.4
4.63,162.5,27.4,100.5
5.14,170.7,27.6,100.5
5.62,175,29.7,100.5
5.88,173.2,30.6,100.4
6.14,172.1,30.6,100.4
6.14,173.3,31.7,100.3
5.89,172.6,31.2,100.2
5.53,171.6,28.6,100.1
5.52,159.7,28.3,100.1
4.58,159.3,28.5,100.2
4.26,141.5,28.5,100.2
3.87,128,27.3,100.3
3.76,130.9,27.2,100.4
3.64,135.6,27.3,100.5
3.75,152.7,26.8,100.5
4.03,147.6,26.3,100.5
3.44,161,26.4,100.4
3.37,178.4,26.1,100.4
2.91,163,25.8,100.4
2.84,128.4,25.4,100.3
2.94,110.8,25.3,100.3
2.24,105.3,25.5,100.3
1.81,125.7,25.2,100.4
1.59,147.7,27.3,100.4
2.34,163.5,27.6,100.4
2.77,172.9,27.9,100.5
2.66,171.3,31.4,100.4
2.86,174,31.5,100.4
3.42,180.1,32,100.2
3.06,163.5,32.6,100.2
3.92,168.7,31.7,100.1
4.44,177.6,28,100.1
2.95,149.9,26.3,100.2
3.56,140.9,27.2,100.1
3.57,131.2,27.4,100.3
3,149,27.2,100.3
2.98,157.3,26.4,100.4
2.65,161.4,26.5,100.4
3.07,147.9,26,100.4
2.42,162.6,25.8,100.4
1.03,188.5,25.8,100.3
0.41,329.5,25.9,100.3
0.61,7.1,25,100.2
1.26,349.9,24.7,100.2
1.37,30.5,24.6,100.2
1.4,63.5,24.5,100.3
1.58,90.9,24.7,100.3
1.88,101.2,26.9,100.4
1.93,111.4,26.8,100.4
1.53,115.2,27.4,100.4
1.21,140.3,29.7,100.4
1.45,188.2,30.4,100.3
0.83,124.4,31.6,100.3
1.1,91.1,29.2,100.2
0.75,113.2,28.3,100.1
0.89,246.5,28.7,100
0.68,326.9,29,100.1
1.69,335.9,28.7,100.2
2.36,339.3,28.3,100.3
2.4,358.1,27.4,100.3
2.65,1.3,26.7,100.4
2.85,354.4,26.7,100.4
3.21,343.4,26.6,100.4
3.69,345.4,25.7,100.4
3.7,356.7,25.6,100.3
3.99,5.1,26.1,100.3
4.3,3.7,25.5,100.2
4.42,4.3,24.2,100.1
4.58,1.7,24.3,100.2
4.49,359.7,26.4,100.3
3.81,356.2,26.5,100.2
2.96,357,27.8,100.3
2.67,359.1,28.7,100.3
1.38,356.6,29.8,100.4
0.19,293.3,32.3,100.3
0.5,194.7,33,100.3
0.73,205.5,33.5,100.2
0.84,134.2,32.5,100.1
1.29,146.1,31.8,100.1
1.5,106.3,30.2,100
2.2,34.3,29.6,100.1
1.5,2.5,29.4,100.1
1.12,353.2,29,100.2
0.46,356,28.5,100.3
0.87,270.7,26.9,100.4
0.77,307.7,26.4,100.4
1.25,204.1,26.5,100.5
0.4,218.7,26,100.4
0.37,327.5,25.9,100.4
0.89,8.7,25.9,100.4
1.43,20.1,25.2,100.3
0.7,152.3,24.2,100.4
2.05,108.8,24,100.3
2.05,130.3,24.9,100.4
0.65,97,24.6,100.3
0.87,57.2,26.5,100.4
1,23.5,27.4,100.4
1.03,356,27.8,100.4
0.97,320.6,31.4,100.4
1.17,300.2,32.6,100.3
0.79,253.2,32.9,100.2
0.88,155,33.5,100.1
2.07,117.9,31.5,100.1
0.89,267.8,29.3,100.1
2.5,22.2,28.8,100.1
3.46,9.1,28.9,100.1
2.56,346,28.8,100.2
3.01,339.3,27.9,100.3
2.73,334.6,26.4,100.4
2.36,342.5,26.7,100.4
2.1,354.1,26.3,100.4
1.77,354.9,26.4,100.4
1.35,23.9,26.8,100.4
1.48,42.1,26.4,100.4
1.02,23.5,25.8,100.3
0.86,116.2,24.3,100.3
1.1,54,24.3,100.3
2.23,21,25.2,100.3
2.36,13.3,24.9,100.3
2.06,5.2,26.6,100.3
1.8,350.5,27.8,100.4
2.58,351.1,28.4,100.4
2.68,349.1,32.3,100.4
2.23,340.2,32.9,100.3
1.92,344.2,33.2,100.2
1.68,323.1,31.8,100.1
0.53,305.8,31.1,100
1.75,72.4,29.4,100.1
0.4,54.7,29.5,100.1
0.69,231.5,28.9,100.1
0.95,283,27.3,100.2
1.59,319.8,27.4,100.3
1.91,353.4,26,100.3
2.53,344.8,26,100.4
3.49,342.1,25.9,100.3
4.07,343,25.7,100.3
4.48,345.9,25.7,100.3
4.85,350.5,25.4,100.3
5.41,348.7,25.5,100.3
6.52,352.1,25.5,100.3
6.43,356.1,25.4,100.3
6.65,358.1,25.6,100.4
7.12,355.5,25.5,100.3
6.93,354.1,27.9,100.3
7.38,354.3,28.7,100.4
7.25,357.3,29.6,100.4
6.5,358.7,32.4,100.3
6.12,353.3,33.4,100.2
6.51,350.9,34,100.1
6.89,351.6,33.7,100.1
7.32,350.4,33.4,100
7.48,354,32,100
7.34,353.3,31.5,100
7.46,347.1,30.8,100
7.67,350.8,30.3,100.1
7.72,352.8,30,100.2
7.74,350.4,28.3,100.3
7.98,349.6,28.3,100.3
8.08,351.8,27.8,100.4
8.1,353,27.9,100.3
7.95,354.2,27.8,100.3
7.93,353,27.5,100.3
7.85,352.3,27,100.3
8.04,354.6,26,100.2
8.03,354.4,25.8,100.2
7.98,353,25.8,100.3
7.95,352.5,25.7,100.4
7.7,352.2,27.6,100.4
7.74,354.6,28.6,100.5
7.44,356.1,29.7,100.4
7.19,357.4,32.3,100.3
7.08,357.8,32.9,100.2
7.12,358.5,32.9,100.1
7.25,358.2,33.4,100.1
7.33,359.2,33.9,100
7.01,350.4,31.4,100
6.73,356.5,31.2,100
7.66,352.3,30.7,100
8.14,351.3,30.4,100.1
8.07,351.3,29.2,100.1
7.78,351.7,29,100.2
7.79,350.6,28.8,100.3
7.54,347.6,28.4,100.3
7.52,347.5,26.8,100.3
7.31,348.6,26.9,100.2
7.34,351.6,26.6,100.2
7.32,350.7,26.2,100.2
7.52,353.5,24.7,100.1
7.28,355.3,24.4,100.2
7.29,354.9,27.1,100.3
7.3,353.3,26.6,100.4
7.3,349.9,27,100.4
7.5,351.6,28.2,100.4
7.49,354.1,29.2,100.4
6.92,354.5,31.8,100.4
6.94,354.6,31.9,100.3
7.34,351.2,32.1,100.2
7.03,1,33,100.1
6.67,359,33.1,100
