Speed_100m_m/s,Direction_100m_degrees,Temperature_2m_degrees_C,Pressure_0m_kPa
10.23,345.1,25.2,100.6
10.06,345.1,25.1,100.5
10.22,344.9,24.9,100.5
9.81,346.1,24.5,100.5
9.78,349.7,24.1,100.4
9.85,350,24.1,100.5
10.05,349.2,24.5,100.6
9.87,348.2,24.5,100.7
10.4,347,25.5,100.7
10.11,348.2,26.3,100.7
10.23,349.9,26.9,100.7
10.47,347.7,29,100.6
10.16,348.6,29.7,100.6
9.7,351.8,30.3,100.5
9.73,351.3,29.9,100.4
10.24,352.1,29.7,100.4
9.68,353.3,29,100.3
9.82,351.5,28.4,100.4
9.01,349.9,27.7,100.4
9.2,350.8,27,100.5
9.38,348.6,25.5,100.5
9.1,350,25.4,100.6
9.41,351.2,25.9,100.6
9.44,351.7,25.1,100.7
9.23,350.1,25.2,100.6
9.18,350.8,25.4,100.6
9.18,351.8,24.5,100.5
9.28,349.8,24.3,100.5
9.5,349.7,23.7,100.5
9.7,347.8,23.8,100.5
9.7,348.9,24.3,100.5
8.88,346.3,24.1,100.5
9.46,343.6,26,100.6
10.17,346.6,27.2,100.6
10.14,349.6,28.4,100.6
9.8,349.6,31.5,100.6
9.64,353.2,32,100.5
9.93,354.7,32.3,100.5
9.81,356.2,32.8,100.4
9.29,355.2,32.8,100.4
8.66,351.3,32.2,100.3
8.24,349.6,31.2,100.3
7.82,345,30.6,100.4
8.81,343.9,30.6,100.4
9.35,349.3,28.4,100.5
9.57,352.3,28.4,100.6
9.86,352.5,28.4,100.6
10.22,348.9,27.4,100.7
10.24,346.4,26.9,100.7
10.34,343.7,26.9,100.6
10.59,345.4,26.4,100.6
10.45,348.5,26.7,100.6
10.35,347.1,24.4,100.5
10.04,349.7,24.2,100.6
9.88,350.6,25.1,100.7
9.89,352.4,25.1,100.7
9.55,352.3,27.3,100.7
10.34,350.7,28.3,100.7
11.26,350.4,28.8,100.7
11.13,351,31.4,100.7
10.92,352.8,31.3,100.6
11.23,355,31.6,100.5
11.39,357.3,33,100.4
11.3,357.2,32.9,100.4
11.06,353.5,30.7,100.4
11.82,352.5,29.2,100.4
10.47,351.4,29.1,100.5
11.75,351.8,28.7,100.5
11.94,350.6,26.5,100.6
11.96,349.9,26.2,100.7
11.53,347.8,26.3,100.7
11.28,345.7,25.4,100.7
10.67,345.1,25.1,100.7
10.76,344.7,25.1,100.7
10.69,345.8,23.9,100.6
10.57,346.6,24.2,100.6
10.71,350.2,24.7,100.6
10.92,352.5,24.6,100.7
11.23,349.8,24.3,100.7
10.65,349.9,23.8,100.7
10.8,348.9,25,100.7
11.57,347.9,25.9,100.7
11.45,347.6,27,100.7
11.66,350,29.7,100.7
11.95,351.5,30.1,100.6
11.63,351.5,30.3,100.5
11.37,352.7,31.8,100.4
11.57,353.7,31.9,100.4
11.62,355,30.4,100.3
11.85,351.1,28.8,100.4
11.15,346,27.4,100.4
11.48,346.3,26.9,100.5
11.94,347.7,25.1,100.6
11.35,348.8,24.7,100.6
10.89,347.7,24.6,100.7
11.05,346.8,24,100.7
10.82,347,24,100.7
10.91,349.1,24.2,100.6
11.04,349.3,23.9,100.6
11.61,350.3,23.8,100.5
11.26,349.5,23.1,100.5
11.26,349,23.1,100.6
10.9,349.7,23.3,100.6
9.87,349.7,23.2,100.6
10.08,350.1,25.9,100.7
10.82,350,27.2,100.7
11.09,352.3,28,100.6
10.94,356.7,30.4,100.6
10.34,359.4,31.3,100.5
9.87,358.1,32.1,100.5
10.11,358.4,32.8,100.4
10.08,357.6,32.4,100.3
10.35,354.2,31.8,100.3
10.19,353.2,31.5,100.3
9.97,351.8,30.3,100.4
10.5,351.8,29.2,100.3
10.79,350.8,27.4,100.4
11.05,351.3,27.4,100.5
10.92,352.9,27.1,100.6
10.74,351.9,26.3,100.6
10.66,351.3,26.3,100.5
10.53,351.2,26.2,100.5
10.33,351.9,26.2,100.5
10.22,353.5,26,100.4
9.8,353,24.8,100.4
9.86,351.4,24.6,100.5
10.24,351.3,24.9,100.5
10.05,350.5,24.4,100.6
10.1,350.9,26.9,100.5
10.91,353.4,28.4,100.6
10.76,355.1,29,100.6
10.64,356,32.4,100.6
10.28,356.7,33.2,100.5
9.67,353.9,33.9,100.5
9.72,352,34.1,100.4
9.82,355.5,34.2,100.4
9.42,355.2,32.4,100.3
9.9,356.6,31.7,100.3
9.2,352.9,30.7,100.4
9.98,351.8,29.9,100.4
9.62,353.6,27.8,100.5
9.71,352.1,27.9,100.6
10.18,349.6,28,100.7
10.71,349.2,26.8,100.7
10.57,347.8,26.6,100.6
10.65,345.9,26.4,100.6
10.83,344,26.3,100.5
10.49,345.1,26.2,100.5
9.89,347.1,25,100.5
9.67,349.4,25.2,100.5
9.69,351.2,25.3,100.5
9.1,352.7,25.4,100.6
9.52,351.9,27.7,100.6
10.18,350.9,29.2,100.7
9.64,351.6,29.9,100.7
9.54,353.3,32.4,100.7
9.16,355.2,32.7,100.6
8.91,355.6,33.4,100.6
8.75,354.2,33.7,100.5
8.87,356.9,33.1,100.4
8.73,358.9,30.4,100.4
8.52,0.2,30.2,100.5
8.35,354.3,29.6,100.5
8.46,352.4,28.7,100.5
8.7,347.7,27.1,100.5
9.15,346.5,26.5,100.7
9.29,343.8,26.3,100.7
9.63,343.2,26,100.7
9.53,345.9,25.8,100.7
9.63,348.2,25.7,100.6
9.77,350.4,25.2,100.6
10.16,351.4,25.3,100.5
10.17,351.1,23.9,100.5
9.85,353,24,100.5
9.69,353.1,25.2,100.6
9.41,353.5,24.9,100.6
9.74,350.5,26.8,100.7
10.63,349.6,28.4,100.7
10.53,351.2,29.4,100.7
9.45,354.6,32.4,100.7
8.76,355.2,33.4,100.6
8.66,355.3,33.7,100.5
8.68,355.5,33.8,100.5
9.04,356.8,33.6,100.4
9.52,354.7,31.9,100.4
9.11,354.3,31.8,100.4
9.04,349.5,30.9,100.4
9.9,347.7,30.2,100.5
10.4,347.3,27.7,100.5
10.84,348,27.6,100.6
11.47,346.3,27.6,100.6
11.01,346.6,27.2,100.6
10.81,346.8,27,100.6
10.8,345.9,27.3,100.5
10.87,346,26.8,100.5
10.84,345.9,26.8,100.4
10.56,344.1,25.8,100.5
10.39,346.2,25.9,100.5
10.2,346.7,25.7,100.5
9.7,347.8,25.3,100.6
10.47,347,27.6,100.6
10.76,349.5,29.3,100.6
9.97,352.9,29.8,100.6
8.8,355,33.2,100.6
8.17,355.2,33.5,100.6
8.12,354.9,34.3,100.5
8.34,355,34.7,100.5
8.65,353.8,34.4,100.4
8.35,352,33.2,100.3
8.8,349.4,33,100.3
9.04,347.4,31.8,100.3
9.32,350.4,31.1,100.4
9.41,351.6,29.2,100.5
9.47,350.3,29.1,100.5
9.97,348.4,29.3,100.6
10.05,348,28.3,100.6
10.28,347.1,28.3,100.6
10.29,346,28,100.5
10.3,346.9,27.1,100.5
10.24,348.4,27.2,100.5
10.17,347.1,26.6,100.5
10.02,349,26.7,100.5
9.68,350.2,26.4,100.6
8.94,350.6,26.2,100.6
9.26,351.1,28.9,100.7
9.86,354.2,30,100.7
9.21,356,30.5,100.6
8.2,356.8,34,100.6
7.62,356.8,34.5,100.6
7.67,354.8,34.5,100.5
7.92,359,35,100.5
7.82,358.1,35.1,100.4
7.94,359.7,32.8,100.3
7.66,2.4,32.2,100.4
7.13,355.7,30.8,100.4
7.57,350.7,30,100.5
8.13,345.1,28.2,100.5
8.67,345.2,27.4,100.6
8.71,345.9,27.3,100.6
8.74,347.8,26.8,100.7
8.77,348.7,27.1,100.7
8.96,349.3,27.5,100.6
8.6,351.4,26.8,100.6
8.71,353.5,26.4,100.6
9.3,352.6,25.5,100.6
9.37,352.9,25.8,100.6
9.47,351.8,25.6,100.7
9.08,351.3,25.4,100.8
9.43,349.7,28.1,100.7
9.43,348.7,29.7,100.7
8.87,350.7,31,100.7
7.84,351.9,34.2,100.7
7.04,351.5,34.6,100.6
6.98,351.3,35.2,100.6
7.39,353.7,36.2,100.4
7.69,355.2,36.4,100.4
7.96,359.3,34.4,100.4
7.84,355.2,34.3,100.4
7.57,348.7,33.3,100.4
8.42,345.9,32.7,100.5
8.54,349.4,29.7,100.5
8.55,349.8,29.5,100.6
8.31,351.7,29,100.7
8.41,351.3,28.3,100.7
8.56,349.1,27.6,100.7
8.79,347.9,27.6,100.7
8.8,347.9,26.9,100.7
8.93,349,26.6,100.6
8.97,350.1,26,100.6
8.81,350.7,26,100.6
8.83,350.1,26,100.7
8.61,350.4,25.9,100.7
8.67,349.4,29.2,100.7
8.94,350.5,30.4,100.6
8.24,351.6,31.8,100.6
7.55,352.9,35,100.5
7.46,354.7,35.3,100.5
7.38,357.3,35.7,100.4
7.41,358.1,35.5,100.3
7.46,0.7,35.9,100.3
8.28,355.6,35.1,100.2
8.14,4.8,33.9,100.3
6.86,359.8,33.3,100.3
6.33,352.4,32.7,100.4
6.67,350.1,30,100.4
7.26,351,29.7,100.5
7.46,351.7,29.7,100.6
7.51,349.4,28.4,100.6
7.86,346.6,28,100.6
8.26,343.8,28.1,100.5
8.14,346.8,28.1,100.5
8.1,347.5,28.1,100.4
8.95,348,26.4,100.4
8.93,351.7,26.3,100.4
8.32,353.1,27,100.5
7.52,352,26.5,100.4
7.93,352,28.8,100.5
7.92,353.8,30.4,100.5
7.07,353.1,31.5,100.4
6.25,353.7,34.8,100.4
5.43,355.8,35.6,100.3
4.96,355.2,35.9,100.3
4.44,353.5,37.1,100.2
4.39,355.3,35,100.1
5.99,350.3,30.2,100.2
6.36,2.4,32.3,100.2
5.47,357.2,32,100.2
5.58,350.8,31,100.3
6.22,346.5,29.1,100.4
6.22,349.7,28.8,100.4
6.21,350.6,28.6,100.5
6.12,349.5,27.9,100.5
6.1,354.2,27.7,100.5
6.43,357.7,27.9,100.5
6.66,356,27.2,100.4
6.84,354.4,27.3,100.4
6.81,354.9,26.1,100.4
6.56,358,26.1,100.4
6.25,358.6,26,100.4
5.68,357.1,25.9,100.5
5.78,355.7,29.7,100.5
5.63,356.4,30.7,100.5
5.02,357.4,31.6,100.5
4.38,359.4,35.4,100.4
3.87,359.8,36.1,100.4
3.86,4.2,36.8,100.3
4.22,6.4,38,100.2
4.29,4.6,37.5,100.2
4.51,356.1,34.8,100.1
4.96,350.3,34.5,100.2
5.41,348.1,33.9,100.2
5.9,347.4,33.3,100.3
6.21,349.3,31.4,100.3
6.54,351.5,30.8,100.4
6.73,354.9,30.4,100.5
6.76,356.1,28.2,100.5
6.54,355.9,27.8,100.5
6.8,354,27.9,100.5
7.34,350.9,27.6,100.4
7.55,350.7,27.5,100.4
7.53,353.4,26.8,100.4
7.58,353.3,26.9,100.4
7.76,353.6,27.6,100.4
7.66,352.6,26.9,100.5
7.57,351.5,29.7,100.5
7.6,352.7,31.5,100.5
6.92,352.4,32.2,100.5
6.66,353.6,34.8,100.5
6.89,355.4,35.3,100.4
7.26,356.2,35.4,100.3
7.94,355.7,36.4,100.3
8.48,359,36.1,100.3
8.47,3.7,34.3,100.2
8.99,0.2,33.8,100.2
8.94,354.7,33.6,100.2
9.12,352.3,33.3,100.3
9.12,349.9,31.4,100.4
9.32,350.1,30.7,100.5
9.52,347.8,30.4,100.5
9.68,347.7,29.1,100.6
9.98,346.6,28.6,100.5
9.88,345.3,28.5,100.5
9.59,345.4,28.3,100.5
9.41,346.4,28.3,100.4
10.21,348.5,27.1,100.4
10.18,350.2,27,100.4
10.29,351.9,26.7,100.5
9.63,350.7,26.2,100.5
9.38,349.4,28.8,100.5
9.67,351.2,29.7,100.5
9.35,354.1,30.6,100.4
8.8,354.8,34.6,100.4
8.12,356.2,34.9,100.3
7.37,355.8,35.6,100.3
7.43,354.9,33.1,100.3
7.91,357,35.1,100.2
7.64,355.5,32.5,100.3
7.84,3.9,32.4,100.3
6.99,354.8,31.8,100.3
6.84,351.1,31.2,100.4
6.27,354.2,29.3,100.4
5.69,352.2,29.2,100.5
5.77,349.7,29.3,100.6
6.04,348.9,28.2,100.6
6.61,350.2,28.1,100.6
6.86,349.6,27.8,100.5
7.19,349.8,27.1,100.5
7.36,350,26.7,100.4
7.42,350.3,27,100.3
7.24,350.7,27.2,100.4
6.94,352.4,27.3,100.4
6.14,353.7,26.9,100.4
5.79,354.8,29.7,100.5
5.22,358,30.8,100.5
3.87,357.7,32,100.5
2.39,360,35.2,100.5
1.04,11.3,36.5,100.4
0.72,45.8,37,100.3
0.61,102.3,38.8,100.3
0.77,116.3,38.8,100.2
1.6,87.1,33.1,100.2
0.67,132.3,33.1,100.2
0.59,181.7,33.5,100.4
1.76,176.5,32.9,100.4
3.18,174.6,30.6,100.5
3.26,166.9,30.7,100.6
2.84,158.8,30.2,100.7
2.36,152.4,29.2,100.6
2.13,136.4,29,100.6
2.57,139.3,29.3,100.6
3.47,128.7,28.3,100.6
3.43,136.1,28.5,100.6
3.43,138.3,26.8,100.6
3.41,124.7,26.8,100.5
2.49,119.1,26.9,100.6
2.23,125.3,26.1,100.6
2.14,143.9,28.7,100.6
1.69,165.7,29.7,100.6
1.67,187.9,30.4,100.6
1.87,192.6,34.2,100.6
2.4,190.6,34.9,100.5
3,187.7,34.7,100.5
3.63,183.9,36.2,100.4
5.68,183.5,35.9,100.4
4.14,180.9,33,100.4
2.74,178,32.8,100.4
1.93,163.6,32.4,100.5
2.56,163,31.8,100.5
2.82,160,29.6,100.6
2.81,162.9,29.6,100.6
2.26,167.8,29.3,100.7
1.43,178.7,28.6,100.7
0.91,198.1,28.3,100.7
0.76,206.5,28,100.6
0.27,190.8,26.8,100.6
0.21,63.1,25.9,100.5
0.93,77.3,25.4,100.5
0.6,18.5,25,100.5
1.18,359,25.5,100.5
1.64,351.6,25.8,100.5
1.81,338.4,29.9,100.5
2.67,340.6,31.5,100.6
3.01,345.7,32.5,100.6
3.09,350.3,35.5,100.5
3.08,350.9,36.6,100.5
3.06,349.7,38.3,100.4
2.79,350.4,39.6,100.3
1.8,347,39.1,100.2
1.75,333.9,36.2,100.2
2.98,5,35.7,100.3
2.66,20.5,34.6,100.3
2.14,24.9,33.8,100.4
1.95,359.6,31.2,100.4
2.38,358.1,31.7,100.5
2.96,351.8,31.9,100.5
3.44,354.7,30.3,100.5
3.86,359.2,29.7,100.5
4.11,359.5,29.4,100.5
4.06,358.8,29.4,100.4
4.07,357.6,27.3,100.4
3.92,10.8,27.4,100.4
3.9,7.9,27.2,100.4
3.75,11.7,27,100.5
3.75,6.6,26.8,100.5
3.59,7.7,29.7,100.5
3.67,6.8,30.8,100.6
4.04,3.1,31.8,100.5
4.29,3.5,35.4,100.5
4,6,36.1,100.5
3.45,7,36.7,100.4
3.47,8.8,37.3,100.3
3.35,1.6,37.2,100.3
3.1,5.7,33.4,100.3
3.01,13.9,33.5,100.3
2.8,16.8,33.3,100.3
1.24,4.6,32.7,100.3
1.82,358.6,30.4,100.4
2.28,12.9,30.6,100.5
1.32,18.6,30.7,100.6
1.88,4.1,29.9,100.5
1.88,12.7,29.3,100.5
2.34,8.1,28.9,100.5
2.72,4.8,27.8,100.4
3.07,2.2,27.4,100.4
3.74,6.5,26.8,100.4
3.95,10.6,26.6,100.4
4.05,10.5,26.5,100.5
4.26,6,26.5,100.5
4.49,2.6,29.9,100.6
5.11,0.6,31.1,100.6
4.91,2.5,32.1,100.6
4.53,6.1,35.9,100.5
4.09,9.6,36.5,100.5
3.94,10,37.2,100.5
3.88,3.3,36.6,100.4
4.3,12.4,34.7,100.3
4.09,357.7,34.4,100.3
3.78,2.8,34.7,100.3
3.49,352.5,34.2,100.3
3.36,346.4,33.3,100.4
3.89,344.2,31.2,100.5
4.92,345.3,31.3,100.5
5.69,351.2,31,100.5
6.21,353.4,29.4,100.6
6.75,354.7,29.3,100.6
6.89,354.1,29.1,100.6
6.98,355.1,27.8,100.5
7.2,352,27.9,100.4
7.15,353.5,27.4,100.5
6.38,354,27.2,100.5
6.77,353.4,26.8,100.5
5.59,353.1,26.5,100.6
6.04,353.7,29.9,100.6
6.13,358.6,31.2,100.7
5.55,360,32.2,100.7
4.83,358.3,35.7,100.6
4.25,0.9,36.9,100.6
3.8,359.5,37.6,100.5
3.58,12.3,38.4,100.4
3.6,8.5,38.4,100.3
3.81,353,34,100.3
3.42,17.4,31.2,100.4
1.66,25.8,30.4,100.4
1.02,341.5,30.4,100.4
1.76,8.8,28.7,100.5
1.24,357.2,28.8,100.6
2.17,1.3,29.2,100.6
2.57,5.5,28.4,100.7
2.11,341,28.5,100.7
3.1,359.6,27.7,100.6
3.81,353.6,26.9,100.6
4.04,347.6,26.9,100.6
3.96,345.8,25.8,100.6
3.73,341.9,25.3,100.6
3.9,348.9,25.3,100.6
4.13,1.3,24.6,100.6
3.94,3.9,27.6,100.6
3.68,2.8,28.8,100.6
3.32,8.6,30.2,100.7
2.37,14.9,33.4,100.6
1.68,16.4,33.7,100.6
0.9,14.9,34.3,100.5
1.12,45.3,35.3,100.4
2.43,90.5,35.2,100.4
2.31,131.3,29.6,100.3
1.76,103.7,28.9,100.4
1.72,269.2,29.4,100.4
2.15,290.3,28.7,100.4
1.99,344.7,27.1,100.5
2.4,333,27.3,100.6
3.73,333.6,27.5,100.6
4.49,341.5,26.8,100.6
5.03,346.8,26.8,100.6
5.5,343,26.8,100.5
5.82,344.3,25.6,100.5
5.61,344.3,25.5,100.5
5.54,354.6,25.1,100.5
5.42,357,24.8,100.5
4.84,355,25,100.5
5.32,352.4,24.9,100.5
5.13,352.7,28.4,100.5
4.42,357.4,29.4,100.6
2.93,0.7,29.9,100.6
1.85,10,34,100.5
1.31,9.8,34.8,100.5
0.99,52,32.7,100.4
1.08,75.7,31.3,100.3
2.51,111.3,29.1,100.3
1.9,129.8,29.5,100.2
1.62,143.7,29,100.3
1.12,169.9,28.5,100.3
0.96,161.6,27.8,100.4
1.9,148.3,26.5,100.5
1.31,92.7,26.6,100.6
1.65,37.1,27.5,100.6
2.19,11.2,27.2,100.6
2.71,355.4,26.6,100.6
3.45,341.6,26.8,100.5
3.43,338.7,26,100.5
4.21,344.8,25.8,100.5
4.47,353.4,25.7,100.4
4.07,356.3,25.4,100.5
3.59,0.3,26.8,100.5
3.55,8.8,27.1,100.5
3.22,10,29.4,100.5
2.79,11.7,29.3,100.6
2.09,15.5,29.8,100.5
1.66,12.2,32.9,100.5
1.57,5.5,33.6,100.4
1.67,5.9,34.8,100.4
1.38,2,34.2,100.3
1.34,315.2,32.5,100.2
1.42,93.4,31.7,100.2
0.7,192,27.5,100.3
1.63,192.1,27,100.3
1.08,181.4,27.3,100.4
0.84,124,26.3,100.5
0.35,148.7,26.2,100.5
1.18,0.4,26.5,100.6
2.21,14.8,26,100.7
2.23,348.5,26.4,100.6
2.8,337.4,26.2,100.6
4.02,337.7,26.1,100.6
4.8,342.8,26,100.5
4.34,352.7,24.8,100.5
5.47,355.5,24.6,100.5
5.66,358.1,24.7,100.5
5.6,358.3,24.7,100.4
5.12,356.2,27,100.5
4.97,357.2,28.3,100.5
4.26,358.3,29.3,100.5
3.55,360,33.5,100.5
3.07,358,33.4,100.4
3.35,350.4,34.7,100.4
3.44,349.2,34.9,100.3
2.81,350.1,34.6,100.1
2.8,26.3,32.2,100
3.13,18.5,32.1,100.1
2.91,29.7,30.3,100.2
3.01,17.8,29.4,100.3
2.97,349,28.9,100.4
3.64,330,28.4,100.4
4.23,342.1,27.4,100.6
4.49,345.8,25.9,100.6
5.59,336,26,100.6
6.25,340.6,25.7,100.5
5.99,345.8,24.6,100.5
6.05,349,24.1,100.4
6.39,354.3,24.2,100.4
6.71,356.7,24,100.4
6.73,359.1,23.7,100.5
6.29,1.6,23.5,100.5
5.73,2.7,25.5,100.5
5.84,1,27.7,100.5
6.25,356.5,28.8,100.5
6.73,353.6,32.2,100.4
7,352.7,32.9,100.3
6.87,355,33.5,100.2
6.61,358.7,33.3,100.1
6.23,358.7,33.6,100.1
5.66,1.8,31.4,100
7.43,0.5,30.1,100.2
6.59,355.5,28.3,100.2
5.11,359.4,28.2,100.3
3.86,9.7,26.3,100.4
3.35,26.9,26.1,100.5
2.99,19.6,25.9,100.6
2.31,23.5,25.1,100.6
2.03,15.2,25.1,100.6
2.9,347,24.8,100.5
3.56,335.4,24.5,100.5
4.21,335.3,24.3,100.4
5.01,356.3,23.9,100.4
5.46,354.6,23.9,100.4
5.34,357.3,24.5,100.5
5.36,358.3,24.1,100.5
5.52,353.1,26.2,100.5
5.18,351.5,26.7,100.6
5.02,352.7,27.1,100.6
5.22,351.6,30.5,100.6
5.07,350.5,31.7,100.5
5.31,350.7,32.8,100.3
5.98,348.1,32.8,100.3
6.95,342,32.2,100.2
7.29,353,31.7,100.1
7.34,353.7,31.6,100.1
8.51,350.5,31,100.2
8.86,350.3,29.9,100.3
8.83,347.9,29.1,100.4
8.66,343.7,27.2,100.4
8.53,343.4,27.2,100.5
8.64,344.3,27.5,100.5
8.5,345.3,27.3,100.5
8.1,345.6,27.3,100.4
8.18,347.5,26.2,100.4
8.18,349.1,25.7,100.3
8.4,349.5,23.8,100.2
7.85,351.3,23.7,100.3
7.6,350.8,24.2,100.4
7.03,353,24.2,100.5
7.05,352.7,25.9,100.6
6.58,353.4,27,100.6
5.75,359.5,27.9,100.6
4.14,10.1,30.9,100.5
2.38,31.5,31.1,100.5
1.61,65.6,31.8,100.4
1.31,108.8,32.7,100.4
1.94,128.4,32.7,100.3
2.9,96,29.9,100.3
2.05,71.6,30.4,100.2
1.1,355.8,30.4,100.3
2.41,327.1,29,100.3
3.6,326.1,29.2,100.4
4.46,339.7,28.1,100.4
5.71,346,27.6,100.5
6.27,349.7,27.9,100.5
6.66,350.6,27.5,100.5
6.79,348.8,26.7,100.5
6.3,350.7,25.9,100.4
6.32,350.7,25.7,100.4
6.8,351.9,24.8,100.3
6.6,352,24.5,100.4
6.62,356.7,24.9,100.5
6.06,0.8,24.8,100.5
5.43,2.9,27,100.6
5.26,358.6,27.8,100.6
5.72,352.6,28.6,100.7
6.21,345.5,31.1,100.6
6.35,345.5,32.2,100.6
6.59,340.4,33.4,100.5
6.4,337.6,33.9,100.4
5.84,338.3,33.7,100.3
6.63,346,30.3,100.3
7.48,353.5,29.8,100.3
8.01,354.2,28.9,100.3
8.13,351.2,27.7,100.4
8.23,352.9,26.3,100.5
7.17,352.9,25.7,100.6
6.75,354.8,24.8,100.6
6.35,355.6,24.5,100.7
6.13,357.1,23.5,100.6
6.29,354.5,23.5,100.5
5.95,354.4,23.2,100.5
6.26,353.5,22.8,100.4
6.54,358,22.6,100.4
6.96,353.2,22.6,100.4
7.63,353.6,23.3,100.4
8.46,349.7,23.3,100.4
9.41,344.7,25.1,100.5
8.9,345.8,25.5,100.5
9.41,348.1,26.9,100.5
9.46,348.7,29.6,100.5
9.02,349.9,30.7,100.5
8.63,349.7,31.2,100.4
8.66,351.5,33,100.3
9.25,356.2,33,100.2
8.79,344.6,30.6,100.2
9.5,347.3,29.5,100.2
9.87,345.5,29.3,100.2
10.33,349.4,29.3,100.3
10.48,348.3,28,100.4
10.74,346.7,27,100.5
10.52,347.7,26.9,100.5
11.07,346.5,25.6,100.6
11.12,349.6,25.4,100.5
10.47,350.6,25.4,100.5
10.32,351,25.4,100.4
10.49,350.1,25.5,100.4
10.19,350.6,24.4,100.4
9.84,351.9,24.4,100.4
9.75,351.9,25,100.5
9.41,352.4,24.7,100.5
8.73,352.6,27.2,100.5
9.47,351.3,28,100.6
9.59,352.4,28.5,100.5
9.31,354,31.6,100.5
8.65,353.9,32.4,100.5
8.21,352.7,32.8,100.3
8.5,350.7,33,100.3
8.73,352.1,33.2,100.2
8.32,352.6,31.8,100.1
8.05,351.7,30.6,100.2
7.95,349.6,29.9,100.2
8.08,349.9,29.3,100.3
7.78,350.8,27.9,100.4
7.59,360,27.4,100.6
7.41,354.2,27.3,100.6
8.19,348,26,100.6
8.13,344.9,25.7,100.6
8.29,346.2,25.5,100.5
9.11,348.1,24.7,100.5
9.3,349.7,24.3,100.4
9.57,348.9,24.3,100.4
9.75,352.3,24.5,100.4
9.63,353.9,24.3,100.5
9.69,355.5,23.9,100.5
9.43,355.6,26,100.5
9.44,353.7,26.9,100.6
9.06,354.4,27.7,100.6
8.38,354.3,29.3,100.5
7.8,353.9,33.2,100.4
7.76,353.1,33.3,100.4
8.13,353.7,34.2,100.3
8.46,355.6,33.9,100.2
8.22,353.1,32.6,100.1
8.13,355.6,31.9,100.2
8.08,347,31.1,100.2
8.86,344.2,30.3,100.3
9.11,344.6,28.4,100.4
9.11,349.3,27.5,100.5
8.69,351.3,27.5,100.5
8.66,350.5,26.7,100.6
8.47,346.6,26.3,100.5
8.81,345.5,26.4,100.5
8.79,345.8,25.6,100.4
8.89,347.3,25.6,100.4
9.5,348.6,24.8,100.4
9.09,347.1,24.9,100.4
8.66,346.3,24.8,100.4
8.64,346.1,24.5,100.5
9.19,346.2,27.1,100.5
9.82,348.7,28.7,100.5
9.81,352.3,29.7,100.6
8.44,354.3,32.8,100.5
7.82,353.6,33.5,100.5
7.39,353.1,34.2,100.4
7.22,351.8,35.4,100.3
7.4,351.9,35.1,100.3
7.93,358.4,33.5,100.2
7.64,355.6,32.7,100.3
7.99,357.5,31.9,100.3
8.79,355.9,30.7,100.4
8.77,351.7,28.3,100.5
8.64,352.2,27.8,100.5
8.42,352,27.6,100.6
8.46,351.5,26.7,100.7
8.72,350,26.5,100.6
8.64,350.1,26.7,100.6
8.2,351.2,26.3,100.5
7.95,353.2,26.3,100.5
8.2,352.1,25.5,100.4
7.75,356.4,25.3,100.4
7.7,358.3,25.4,100.4
8.11,358.8,25.6,100.5
8.34,356,28.6,100.5
8.6,354.6,29.7,100.5
8.2,354.5,30.4,100.6
7.8,354.8,34.2,100.5
7.53,355.9,34.9,100.5
6.93,356.6,35.3,100.4
6.35,358.1,36,100.3
5.7,358.5,35.7,100.2
4.65,6.1,33.9,100.2
4.04,6.4,33.8,100.3
4.28,14,32.8,100.3
3.99,10.1,31.7,100.4
4.15,14,29.9,100.4
5.07,7.3,28.4,100.5
4.6,4.5,28,100.6
4.67,357.3,27.6,100.6
5.43,354.9,27.5,100.6
5.75,356.9,27.5,100.6
5.82,356.9,27,100.5
5.4,1.1,27.1,100.5
4.37,32.3,25.6,100.5
3.5,26.6,25.3,100.4
3.25,15.2,25.8,100.5
3.58,6.4,25.8,100.5
3.32,3.7,28.6,100.6
3.62,7.3,29.5,100.6
3.15,4.4,30.6,100.5
2.63,355.5,35.2,100.5
2.75,352.6,35.8,100.4
3.07,356.7,36.6,100.3
2.97,359.8,37.2,100.2
2.66,2.2,37.7,100.2
1.73,5.8,34.9,100.1
0.53,222.7,34.1,100.2
0.31,324.1,32.5,100.3
1.54,44.6,31.6,100.3
2.08,77.1,29.9,100.4
1.76,107.6,29.7,100.5
1.75,120.4,29.7,100.6
1.75,94.1,28.6,100.6
2.57,93.9,28.3,100.6
2.34,108.5,28.2,100.6
2.19,126,26.9,100.6
1.9,99,25.9,100.6
0.52,41.5,25,100.5
0.12,173.1,25.2,100.6
1.37,41.2,25.7,100.6
1.89,20.1,25.3,100.6
1.38,0.8,27.1,100.7
2.27,345.7,28.5,100.7
3.25,342.8,29.9,100.6
3.32,343.9,34.7,100.6
3.48,349.8,35,100.5
3.82,351.5,35.5,100.4
4.16,353.8,35.1,100.3
4.44,0.6,36,100.2
4.24,347.1,34.3,100.2
4.35,334.9,34.1,100.2
5.66,337.6,32.3,100.2
7.02,344,32.1,100.3
7.34,344.7,29.8,100.3
7.06,344.9,29.8,100.4
6.72,344.8,29.3,100.5
6.67,341.2,28.1,100.5
6.18,346.1,27.9,100.5
6.23,344.4,27.8,100.5
5.14,357.3,27.2,100.5
4.16,16.6,27.1,100.5
4.6,4.5,26,100.5
3.49,31.5,25.6,100.6
